"Data Source","Jobs",
"Guinea-Bissau","GNB","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.17","67.61","66.729","66.365","65.998","65.629","65.258","64.886","64.512","64.135","63.757","63.378","62.996","62.613","62.228","61.843","61.455","61.066","60.675","60.284","59.889","59.492","59.092","58.69","58.285","57.877","57.467",
"Equatorial Guinea","GNQ","Rural population (% of total population)","SP.RUR.TOTL.ZS","65.255","64.252","63.234","62.208","61.169","59.506","57.813","56.107","54.384","52.65","50.908","49.168","47.427","45.693","43.967","42.26","40.569","38.9","37.255","35.642","34.06","32.512","31","30.456","29.917","29.384","28.862",
"Greece","GRC","Rural population (% of total population)","SP.RUR.TOTL.ZS","28.533","28.365","28.243","28.122","28.002","27.881","27.761","27.642","27.522","27.403","27.284","27.087","26.697","26.311","25.927","25.548","25.173","24.801","24.432","24.068","23.708","23.351","22.996","22.645","22.298","21.954","21.613",
"Grenada","GRD","Rural population (% of total population)","SP.RUR.TOTL.ZS","66.573","66.497","66.256","66.015","65.773","65.53","65.286","65.041","64.796","64.55","64.302","64.081","64.087","64.093","64.099","64.105","64.111","64.117","64.123","64.129","64.135","64.141","64.131","64.104","64.062","64.003","63.928",
"Greenland","GRL","Rural population (% of total population)","SP.RUR.TOTL.ZS","20.302","19.967","19.699","19.497","19.297","19.098","18.9","18.774","18.649","18.524","18.4","18.151","17.905","17.662","17.42","17.142","16.828","16.518","16.213","15.913","15.617","15.245","14.8","14.449","14.187","13.929","13.674",
"Guatemala","GTM","Rural population (% of total population)","SP.RUR.TOTL.ZS","58.008","57.677","57.345","57.013","56.68","56.346","56.011","55.677","55.341","55.005","54.668","54.332","53.995","53.682","53.384","53.087","52.79","52.492","52.193","51.896","51.597","51.299","51","50.689","50.366","50.029","49.681",
"Guam","GUM","Rural population (% of total population)","SP.RUR.TOTL.ZS","9.20399999999999","8.93899999999999","8.68000000000001","8.429","8.184","7.94499999999999","7.71299999999999","7.48699999999999","7.267","7.054","6.871","6.767","6.666","6.565","6.46599999999999","6.369","6.273","6.178","6.084","5.992","5.901","5.812","5.723","5.636","5.551","5.46599999999999","5.383",
"Guyana","GUY","Rural population (% of total population)","SP.RUR.TOTL.ZS","70.417","70.507","70.596","70.685","70.774","70.863","70.952","71.041","71.129","71.218","71.306","71.394","71.482","71.693","71.936","72.178","72.418","72.657","72.895","73.131","73.366","73.6","73.6","73.6","73.586","73.559","73.518",
"High income","HIC","Rural population (% of total population)","SP.RUR.TOTL.ZS","25.3377688005837","25.0560504916835","24.8487804984184","24.6007249614862","24.3450312828035","24.0613968688256","23.8181403024685","23.5914050123193","23.3612839441821","23.1361924844108","22.911853994463","22.5808023195274","22.1965137480778","21.8355093594067","21.4855831385833","21.1482540059694","20.8375100455312","20.5435947411197","20.257816099649","19.982318054234","19.7134556311474","19.5051284246899","19.331198036288","19.1623325215412","18.9949694475042","18.8226742176411","18.6491033537265",
"Hong Kong SAR, China","HKG","Rural population (% of total population)","SP.RUR.TOTL.ZS","0.483000000000004","0.168000000000006","0.0210000000000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Honduras","HND","Rural population (% of total population)","SP.RUR.TOTL.ZS","59.54","59.047","58.552","58.057","57.559","57.059","56.558","56.056","55.553","55.048","54.542","54.036","53.39","52.733","52.073","51.415","50.755","50.095","49.434","48.775","48.115","47.457","46.798","46.142","45.486","44.835","44.187",
"Heavily indebted poor countries (HIPC)","HPC","Rural population (% of total population)","SP.RUR.TOTL.ZS","74.5980180831662","74.173861445841","73.7615742334727","73.3788807717988","73.0647358587692","72.7655389149758","72.4757853830638","72.1761234376358","71.889464921524","71.6035057581672","71.3157164533287","70.9927760431109","70.6587258647895","70.3107380116255","69.9649821571711","69.6007774677027","69.227426792933","68.9155356377024","68.4838113981197","68.0484317521502","67.6067482334748","67.1597911546198","66.7288858299566","66.2961520168297","65.8568501116942","65.409222504138","64.9536512256916",
"Croatia","HRV","Rural population (% of total population)","SP.RUR.TOTL.ZS","48.963","48.643","48.412","48.182","47.952","47.721","47.491","47.261","47.032","46.802","46.572","46.358","46.19","46.021","45.853","45.685","45.517","45.349","45.181","45.013","44.845","44.678","44.494","44.294","44.077","43.845","43.597",
"Haiti","HTI","Rural population (% of total population)","SP.RUR.TOTL.ZS","71.49","70.359","69.2","68.61","68.013","67.41","66.8","66.208","65.611","65.008","64.4","62.749","61.065","59.355","58.321","57.362","56.396","55.426","54.449","53.472","52.491","51.508","50.523","49.54","48.556","47.573","46.604",
"Hungary","HUN","Rural population (% of total population)","SP.RUR.TOTL.ZS","34.162","34.287","34.413","34.539","34.665","34.791","34.917","35.044","35.171","35.298","35.425","35.33","34.919","34.511","34.104","33.635","33.105","32.579","32.057","31.54","31.089","30.642","30.322","30.047","29.773","29.5","29.221",
"Indonesia","IDN","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.416","68.387","67.297","66.192","65.067","63.924","62.765","61.594","60.407","59.208","57.998","57.217","56.432","55.644","54.851","54.058","53.262","52.465","51.665","50.866","50.086","49.405","48.724","48.045","47.365","46.687","46.011",
"Isle of Man","IMN","Rural population (% of total population)","SP.RUR.TOTL.ZS","48.254","48.255","48.246","48.236","48.227","48.217","48.208","48.2","48.192","48.185","48.177","48.167","48.149","48.131","48.113","48.095","48.078","48.06","48.042","48.024","48.006","47.988","47.954","47.904","47.838","47.755","47.657",
"India","IND","Rural population (% of total population)","SP.RUR.TOTL.ZS","74.453","74.222","74.016","73.809","73.601","73.393","73.183","72.972","72.76","72.547","72.333","72.082","71.756","71.428","71.097","70.765","70.431","70.094","69.754","69.413","69.07","68.724","68.366","67.997","67.616","67.223","66.818",
"Ireland","IRL","Rural population (% of total population)","SP.RUR.TOTL.ZS","43.071","42.927","42.707","42.488","42.269","42.051","41.827","41.581","41.336","41.09","40.845","40.601","40.351","40.075","39.798","39.523","39.262","39.06","38.859","38.658","38.458","38.258","38.058","37.859","37.66","37.462","37.263",
"Iran, Islamic Rep.","IRN","Rural population (% of total population)","SP.RUR.TOTL.ZS","43.67","43.135","42.347","41.481","40.62","39.764","38.913","38.147","37.412","36.682","35.958","35.242","34.532","33.828","33.131","32.442","31.761","31.136","30.542","29.955","29.374","28.8","28.245","27.705","27.17","26.642","26.12",
"Iraq","IRQ","Rural population (% of total population)","SP.RUR.TOTL.ZS","30.294","30.478","30.663","30.848","31.034","31.22","31.407","31.595","31.612","31.558","31.504","31.45","31.396","31.342","31.288","31.234","31.181","31.127","31.073","31.02","30.897","30.732","30.568","30.405","30.242","30.079","29.906",
"Iceland","ISL","Rural population (% of total population)","SP.RUR.TOTL.ZS","9.25","9.068","8.88800000000001","8.71299999999999","8.54000000000001","8.37","8.203","8.04000000000001","7.879","7.733","7.599","7.468","7.33799999999999","7.211","7.086","6.96299999999999","6.84099999999999","6.72199999999999","6.605","6.489","6.426","6.413","6.40000000000001","6.367","6.333","6.3","6.265",
"Israel","ISR","Rural population (% of total population)","SP.RUR.TOTL.ZS","9.64100000000001","9.53700000000001","9.435","9.334","9.233","9.134","9.057","8.991","8.926","8.861","8.797","8.733","8.67","8.607","8.544","8.482","8.42","8.35899999999999","8.298","8.23699999999999","8.17400000000001","8.108","8.04000000000001","7.96899999999999","7.896","7.821","7.744",
"Italy","ITA","Rural population (% of total population)","SP.RUR.TOTL.ZS","33.274","33.294","33.258","33.198","33.138","33.078","33.018","32.958","32.898","32.838","32.778","32.718","32.618","32.499","32.38","32.262","32.144","32.026","31.908","31.791","31.673","31.556","31.316","31.021","30.728","30.435","30.145",
"Jamaica","JAM","Rural population (% of total population)","SP.RUR.TOTL.ZS","50.556","50.344","50.104","49.864","49.625","49.385","49.145","48.905","48.665","48.426","48.186","47.947","47.749","47.563","47.375","47.189","47.002","46.816","46.629","46.443","46.257","46.07","45.868","45.65","45.416","45.167","44.902",
"Jordan","JOR","Rural population (% of total population)","SP.RUR.TOTL.ZS","26.709","25.545","24.414","23.32","22.26","21.793","21.78","21.768","21.755","21.742","21.73","21.717","21.704","21.692","21.679","20.515","19.03","17.629","16.308","15.072","13.912","12.828","11.815","10.875","10","9.744","9.494",
"Japan","JPN","Rural population (% of total population)","SP.RUR.TOTL.ZS","22.661","22.527","22.39","22.254","22.119","21.984","21.855","21.728","21.602","21.477","21.351","20.01","18.353","16.804","15.36","14.022","12.882","11.854","10.897","10.011","9.188","8.931","8.852","8.774","8.696","8.619","8.54300000000001",
"Kazakhstan","KAZ","Rural population (% of total population)","SP.RUR.TOTL.ZS","43.734","43.825","43.917","44.008","44.1","44.079","44.057","44.036","44.014","43.975","43.902","43.829","43.756","43.683","43.61","43.537","43.464","43.391","43.318","43.245","43.173","43.1","43.027","42.954","42.882","42.809","42.736",
"Kenya","KEN","Rural population (% of total population)","SP.RUR.TOTL.ZS","83.252","82.957","82.658","82.355","82.048","81.737","81.421","81.102","80.778","80.45","80.108","79.761","79.409","79.052","78.69","78.325","77.955","77.58","77.2","76.817","76.429","76.031","75.624","75.206","74.779","74.342","73.895",
"Kyrgyz Republic","KGZ","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.223","62.51","62.797","63.082","63.367","63.651","63.934","64.215","64.496","64.7","64.702","64.704","64.705","64.707","64.708","64.71","64.711","64.713","64.715","64.716","64.694","64.648","64.577","64.483","64.365","64.223","64.056",
"Cambodia","KHM","Rural population (% of total population)","SP.RUR.TOTL.ZS","84.454","84.113","83.766","83.413","83.054","82.689","82.317","81.94","81.645","81.53","81.414","81.297","81.18","81.063","80.945","80.826","80.707","80.587","80.429","80.07","79.706","79.337","78.963","78.585","78.201","77.812","77.418",
"Kiribati","KIR","Rural population (% of total population)","SP.RUR.TOTL.ZS","65.013","64.728","64.445","64.161","63.877","63.591","62.614","61.248","59.862","58.46","57.042","56.527","56.508","56.488","56.468","56.449","55.97","55.134","54.294","53.453","52.61","51.765","50.918","50.073","49.227","48.381","47.55",
"St. Kitts and Nevis","KNA","Rural population (% of total population)","SP.RUR.TOTL.ZS","65.391","65.526","65.717","65.907","66.096","66.285","66.474","66.661","66.849","67.035","67.222","67.402","67.545","67.688","67.83","67.972","68.114","68.256","68.397","68.537","68.678","68.818","68.938","69.036","69.115","69.173","69.21",
"Korea, Rep.","KOR","Rural population (% of total population)","SP.RUR.TOTL.ZS","26.156","25.028","24.18","23.355","22.548","21.761","21.338","21.095","20.855","20.616","20.379","20.06","19.701","19.348","18.998","18.655","18.472","18.369","18.267","18.165","18.064","18.077","18.149","18.221","18.293","18.366","18.438",
"Kuwait","KWT","Rural population (% of total population)","SP.RUR.TOTL.ZS","2.026","2.012","1.998","1.98399999999999","1.971","1.904","1.675","1.473","1.295","1.13800000000001","1","0.0919999999999987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Latin America & Caribbean (excluding high income)","LAC","Rural population (% of total population)","SP.RUR.TOTL.ZS","31.2964986265388","30.7286099538498","30.1780761926564","29.6487610866846","29.1138205062333","28.5838983751538","28.0791317853166","27.5639959130339","27.0539095864909","26.5615644702471","26.0723622020106","25.6801556081254","25.3206443671562","24.9649090666472","24.6250999418126","24.291947678953","23.9623978637334","23.6368447678765","23.318426265662","23.0084423032401","22.7019429623114","22.3977162059888","22.0991850103737","21.8071871676345","21.5187792447397","21.2340673709934","20.9534466889683",
"Lao PDR","LAO","Rural population (% of total population)","SP.RUR.TOTL.ZS","84.563","84.218","83.867","83.51","83.146","82.622","81.766","80.88","79.961","79.009","78.023","77.007","75.956","74.874","73.758","72.814","72.252","71.684","71.107","70.525","69.936","69.34","68.736","68.128","67.513","66.892","66.264",
"Lebanon","LBN","Rural population (% of total population)","SP.RUR.TOTL.ZS","16.88","16.528","16.182","15.843","15.509","15.18","14.858","14.541","14.23","14.115","14","13.882","13.76","13.634","13.506","13.373","13.238","13.099","12.958","12.813","12.666","12.516","12.364","12.21","12.053","11.894","11.734",
"Liberia","LBR","Rural population (% of total population)","SP.RUR.TOTL.ZS","44.578","42","44.981","47.991","51.019","54.04","57.036","56.696","56.354","56.012","55.669","55.327","54.983","54.639","54.294","53.949","53.604","53.258","52.912","52.555","52.187","51.807","51.417","51.015","50.603","50.18","49.746",
"Libya","LBY","Rural population (% of total population)","SP.RUR.TOTL.ZS","24.277","24.223","24.168","24.114","24.06","24.006","23.952","23.886","23.807","23.716","23.613","23.498","23.371","23.232","23.081","22.92","22.747","22.563","22.368","22.163","21.948","21.723","21.488","21.244","20.991","20.73","20.46",
"St. Lucia","LCA","Rural population (% of total population)","SP.RUR.TOTL.ZS","70.651","70.428","70.631","70.833","71.035","71.235","71.435","71.634","71.832","72.029","72.226","72.527","73.671","74.784","75.867","76.915","77.932","78.916","79.869","80.787","81.55","81.55","81.55","81.539","81.518","81.485","81.442",
"Latin America & Caribbean","LCN","Rural population (% of total population)","SP.RUR.TOTL.ZS","29.3186296480632","28.7953639478055","28.2953939765595","27.8085584645137","27.3166323308351","26.8291838283479","26.3633876956827","25.8888076542912","25.4176516295394","24.9635301938571","24.5130866285154","24.1518638230953","23.8206387293927","23.4979377819395","23.1891046245418","22.8863779894583","22.5870536135736","22.2914387879699","22.001906483896","21.7196228683263","21.4401803679713","21.1639088806024","20.8930671457841","20.6276187031734","20.3652072815457","20.1057479878351","19.8495039936997",
"Least developed countries: UN classification","LDC","Rural population (% of total population)","SP.RUR.TOTL.ZS","78.4980183209706","78.0709265874596","77.6649128826951","77.2719807542366","76.9300126085955","76.6052788664571","76.2839605462093","75.9552182962923","75.6340063866729","75.3124781396689","74.9830173479654","74.5977450649604","74.1803931647699","73.7477658030914","73.3136690907547","72.8665283357604","72.4256552786231","72.0287641786867","71.5421492764985","71.0472460958538","70.5447355108212","70.035724822557","69.5376521183212","69.0371979955715","68.530694820341","68.0178710451636","67.4985920195412",
"Low income","LIC","Rural population (% of total population)","SP.RUR.TOTL.ZS","76.2412959003028","75.9043486092432","75.5740298805408","75.2624596365333","74.9746086506148","74.700707589862","74.4362841255728","74.1618806090344","73.899529571766","73.6359701843813","73.3632175177151","73.0642821583597","72.7748978469413","72.4814691884635","72.1880494744025","71.8712426989393","71.5401200547925","71.2681933998095","70.8747870338063","70.4827572624017","70.0952894773192","69.7609021948068","69.4480417963139","69.1309262644894","68.7980512504305","68.3997258089961","67.9858520223878",
"Liechtenstein","LIE","Rural population (% of total population)","SP.RUR.TOTL.ZS","83.072","83.179","83.264","83.349","83.434","83.518","83.71","84.006","84.298","84.586","84.87","85.038","85.094","85.15","85.205","85.261","85.316","85.371","85.426","85.481","85.536","85.59","85.633","85.666","85.687","85.697","85.697",
"Sri Lanka","LKA","Rural population (% of total population)","SP.RUR.TOTL.ZS","81.465","81.48","81.496","81.511","81.527","81.542","81.558","81.573","81.589","81.604","81.62","81.635","81.651","81.666","81.681","81.697","81.712","81.728","81.743","81.758","81.774","81.789","81.804","81.802","81.782","81.744","81.689",
"Lower middle income","LMC","Rural population (% of total population)","SP.RUR.TOTL.ZS","70.2664509102801","69.9367117196624","69.615260433006","69.2951519569151","68.9880057647576","68.6885543152155","68.3853987883644","68.0762650920682","67.7636519652103","67.4520026202191","67.1313729340012","66.8046167645726","66.4263734672378","66.0402625445105","65.6471827238865","65.2472565692844","64.8450902021104","64.4378982120869","64.0240675682609","63.6044230421637","63.1789296015307","62.7533691720078","62.32545100456","61.8912283570179","61.4512996225624","61.0035243168","60.5501359981358",
"Low & middle income","LMY","Rural population (% of total population)","SP.RUR.TOTL.ZS","64.6734554686679","64.20962854297","63.7493900721053","63.2911673235517","62.8371366746709","62.3835348261432","61.9289938765819","61.4691797544073","61.005477231999","60.5407734388237","60.0674743647866","59.5437390515101","58.9739505549196","58.3963168391223","57.8142946668591","57.2269559727919","56.6477969867504","56.0792779729641","55.4961761749979","54.9120047129175","54.3267780918221","53.7688066782003","53.2219823345995","52.6763744625253","52.1303866778211","51.5805228348292","51.0315610691466",
"Lesotho","LSO","Rural population (% of total population)","SP.RUR.TOTL.ZS","86.033","85.473","84.894","84.297","83.681","83.045","82.429","81.951","81.462","80.962","80.452","79.933","79.403","78.863","78.311","77.751","77.18","76.696","76.204","75.707","75.202","74.69","74.296","73.899","73.498","73.092","72.683",
"Lithuania","LTU","Rural population (% of total population)","SP.RUR.TOTL.ZS","32.417","32.477","32.536","32.596","32.655","32.715","32.775","32.834","32.894","32.954","33.014","33.081","33.172","33.263","33.354","33.365","33.294","33.223","33.152","33.158","33.243","33.259","33.136","33.014","32.892","32.77","32.634",
"Luxembourg","LUX","Rural population (% of total population)","SP.RUR.TOTL.ZS","19.053","18.87","18.472","18.143","17.518","17.107","17.175","17.221","17.107","16.552","15.784","15.157","14.701","14.257","13.823","13.402","12.991","12.591","12.2","11.822","11.453","11.094","10.751","10.426","10.116","9.821","9.54000000000001",
"Latvia","LVA","Rural population (% of total population)","SP.RUR.TOTL.ZS","30.75","30.799","31.148","31.201","31.099","31.25","31.35","31.4","31.549","31.78","31.933","32.05","32.15","32.2","32.1","32","32.033","32.1","32.166","32.186","32.159","32.131","32.103","32.075","32.048","32.02","31.979",
"Macao SAR, China","MAC","Rural population (% of total population)","SP.RUR.TOTL.ZS","0.236999999999995","0.194999999999993","0.161000000000001","0.132999999999996","0.108999999999995","0.0900000000000034","0.019999999999996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Martin (French part)","MAF","Rural population (% of total population)","SP.RUR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Rural population (% of total population)","SP.RUR.TOTL.ZS","51.609","50.883","50.156","49.431","48.705","48.308","47.978","47.65","47.322","46.993","46.665","46.338","46.01","45.683","45.356","44.826","44.254","43.683","43.114","42.548","41.982","41.419","40.858","40.3","39.744","39.191","38.64",
"Monaco","MCO","Rural population (% of total population)","SP.RUR.TOTL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Moldova","MDA","Rural population (% of total population)","SP.RUR.TOTL.ZS","53.238","53.331","53.425","53.519","53.613","53.706","53.8","54.203","54.606","55.008","55.411","55.811","56.211","56.611","57.01","57.225","57.256","57.287","57.318","57.349","57.38","57.411","57.442","57.473","57.504","57.51","57.489",
"Madagascar","MDG","Rural population (% of total population)","SP.RUR.TOTL.ZS","76.434","75.881","75.319","74.749","74.464","74.204","73.942","73.679","73.414","73.147","72.879","72.609","72.337","72.064","71.789","71.186","70.575","69.957","69.33","68.699","68.062","67.42","66.773","66.122","65.466","64.807","64.144",
"Maldives","MDV","Rural population (% of total population)","SP.RUR.TOTL.ZS","74.16","74.224","74.287","74.351","74.414","74.362","73.992","73.621","73.245","72.866","72.294","71.141","69.958","68.748","67.51","66.25","65.206","64.8","64.39","63.979","63.566","63.151","62.733","62.315","61.894","61.471","61.046",
"Middle East & North Africa","MEA","Rural population (% of total population)","SP.RUR.TOTL.ZS","45.1642124166561","44.7976047883097","44.7090789141859","44.2975925744556","43.9049518611891","43.3315027511456","43.0069486923957","42.6642021004904","42.2966887340481","41.9184559145276","41.5399092485411","41.1617489760513","40.7916397777384","40.42111375429","40.0414882945352","39.6158851825243","39.1712565125762","38.7394111384869","38.3148503824259","37.8908859304535","37.4722421283198","37.1274999927151","36.7926307091809","36.4642829911152","36.1454084303986","35.7789071508549","35.4328364902529",
"Mexico","MEX","Rural population (% of total population)","SP.RUR.TOTL.ZS","28.581","28.184","27.791","27.402","27.015","26.632","26.33","26.071","25.814","25.559","25.278","24.955","24.635","24.318","24.003","23.692","23.384","23.08","22.778","22.48","22.185","21.889","21.595","21.301","21.007","20.715","20.423",
"Marshall Islands","MHL","Rural population (% of total population)","SP.RUR.TOTL.ZS","34.946","34.608","34.272","33.937","33.604","33.273","32.942","32.615","32.288","31.947","31.42","30.899","30.382","29.87","29.363","28.862","28.365","27.874","27.387","26.907","26.432","25.962","25.502","25.054","24.616","24.189","23.772",
"Middle income","MIC","Rural population (% of total population)","SP.RUR.TOTL.ZS","63.6270232774925","63.1398557550979","62.6542472450974","62.1678821777543","61.6832270203014","61.1973953740247","60.7094599925502","60.2164410115713","59.7171979690709","59.2155388133991","58.7036388878755","58.1369226062974","57.5165386616432","56.8861883891366","56.2492827115788","55.6074634171943","54.9746417599312","54.3452694955647","53.7123935845608","53.0777531463773","52.4411140761528","51.8284599451312","51.2252964194698","50.6233574281001","50.0217348511323","49.4225172244464","48.8249730712718",
"Macedonia, FYR","MKD","Rural population (% of total population)","SP.RUR.TOTL.ZS","42.211","41.766","41.236","40.709","40.206","40.413","40.62","40.828","41.035","41.243","41.452","41.661","41.87","42.079","42.289","42.468","42.617","42.736","42.825","42.883","42.911","42.908","42.875","42.811","42.716","42.592","42.437",
"Mali","MLI","Rural population (% of total population)","SP.RUR.TOTL.ZS","76.678","76.249","75.814","75.376","74.931","74.481","74.025","73.566","73.052","72.354","71.644","70.925","70.194","69.453","68.7","67.94","67.168","66.388","65.597","64.8","64.001","63.201","62.401","61.602","60.804","60.009","59.217",
"Malta","MLT","Rural population (% of total population)","SP.RUR.TOTL.ZS","9.619","9.503","9.389","9.277","9.16500000000001","9.054","8.819","8.508","8.20699999999999","7.91500000000001","7.63200000000001","7.35899999999999","7.095","6.84","6.593","6.355","6.21599999999999","6.143","6.071","5.999","5.928","5.85899999999999","5.789","5.721","5.65300000000001","5.586","5.52",
"Myanmar","MMR","Rural population (% of total population)","SP.RUR.TOTL.ZS","74.757","74.582","74.407","74.231","74.054","73.876","73.697","73.518","73.337","73.157","72.975","72.792","72.609","72.425","72.24","72.054","71.868","71.681","71.493","71.305","71.115","70.925","70.734","70.543","70.35","70.142","69.918",
"Middle East & North Africa (excluding high income)","MNA","Rural population (% of total population)","SP.RUR.TOTL.ZS","48.3402102470419","48.0165307186152","47.6337918161461","47.2342415765627","46.8371467180917","46.4899600526705","46.1555692985334","45.8101217188086","45.4422020041017","45.0681703538124","44.6974195853582","44.3320387027654","43.9698636021973","43.6123040850585","43.2601881886148","42.8743323305627","42.4832545566246","42.118584116193","41.7657477648559","41.4104004638183","41.0429675925188","40.7499752907714","40.4592493356344","40.1652066241182","39.8742992674876","39.5217903794163","39.1867016571981",
"Montenegro","MNE","Rural population (% of total population)","SP.RUR.TOTL.ZS","51.963","50.835","49.782","48.733","47.683","46.635","45.588","44.549","43.512","42.482","41.456","40.441","39.432","38.432","37.873","37.535","37.197","36.861","36.525","36.192","35.86","35.528","35.196","34.863","34.529","34.194","33.859",
"Mongolia","MNG","Rural population (% of total population)","SP.RUR.TOTL.ZS","42.967","43.013","43.058","43.104","43.149","43.195","43.24","43.286","43.331","43.377","42.867","41.778","40.696","39.622","38.557","37.506","36.465","35.436","34.419","33.42","32.433","32.037","31.97","31.903","31.837","31.77","31.703",
"Northern Mariana Islands","MNP","Rural population (% of total population)","SP.RUR.TOTL.ZS","10.269","10.303","10.338","10.373","10.408","10.443","10.345","10.216","10.088","9.962","9.848","9.765","9.684","9.602","9.52200000000001","9.44199999999999","9.36199999999999","9.28400000000001","9.205","9.128","9.051","8.97199999999999","8.892","8.81","8.727","8.643","8.557",
"Mozambique","MOZ","Rural population (% of total population)","SP.RUR.TOTL.ZS","75","74.513","74.02","73.521","73.016","72.505","71.987","71.465","71.258","71.08","70.902","70.723","70.543","70.363","70.182","70.001","69.818","69.636","69.168","68.672","68.17","67.664","67.154","66.64","66.122","65.6","65.074",
"Mauritania","MRT","Rural population (% of total population)","SP.RUR.TOTL.ZS","60.677","60.801","60.925","61.048","61.171","61.295","61.418","61.541","61.663","61.786","61.909","61.384","60.52","59.649","58.771","57.889","57.002","56.11","55.212","54.314","53.412","52.507","51.6","50.694","49.797","48.911","48.038",
"Mauritius","MUS","Rural population (% of total population)","SP.RUR.TOTL.ZS","56.1","56.223","56.347","56.47","56.593","56.716","56.839","56.962","57.084","57.207","57.33","57.441","57.553","57.665","57.777","57.888","58","58.111","58.223","58.334","58.445","58.556","58.668","58.778","58.889","59","59.09",
"Malawi","MWI","Rural population (% of total population)","SP.RUR.TOTL.ZS","88.44","88.115","87.782","87.442","87.093","86.737","86.371","85.998","85.616","85.478","85.39","85.302","85.214","85.125","85.036","84.946","84.856","84.765","84.674","84.571","84.456","84.328","84.188","84.034","83.868","83.687","83.494",
"Malaysia","MYS","Rural population (% of total population)","SP.RUR.TOTL.ZS","50.206","49.424","48.186","46.891","45.598","44.312","43.031","41.763","40.504","39.258","38.023","37.078","36.144","35.22","34.306","33.406","32.517","31.64","30.775","29.925","29.088","28.391","27.725","27.07","26.423","25.787","25.16",
"North America","NAC","Rural population (% of total population)","SP.RUR.TOTL.ZS","24.5663171889899","24.2018350287506","23.81905845903","23.4409138799684","23.0666241728753","22.6969088410063","22.3282579634686","21.9547154763839","21.5844133718082","21.2182293654999","20.8974751184739","20.7052587123659","20.5398549957004","20.3751898239288","20.2106638605963","20.0489551872713","19.885903672949","19.7146704581655","19.544420893481","19.3752477829605","19.2080148566307","19.0373599078963","18.8756992110616","18.7096437241524","18.5401794323882","18.3670100893464","18.1913601274079",
